,created_at,member_id,screen_name,text,textLength,verified_type,user_description,user
595,2020-03-01,4478020234640691,兔撕机,OPPO Watch 系列来了，支持eSIM，像Apple Watch 就不说了，以前OPPO 也试过像素级模仿苹果，其实以前魅蓝注册一大堆官方微博的时候就幻想过小厂也搞一块……,160,0,热爱生活，不撕逼，只撕机。,"{'id': 1770154187, 'screen_name': '兔撕机', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1125.1125.180/698268cbly8fusyuskj30j20v90v9my4.jpg?KID=imgbed,tva&Expires=1583146370&ssig=TivuAelXnT', 'profile_url': 'https://m.weibo.cn/u/1770154187?uid=1770154187&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 5783, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '笔尖传媒创始人 知名数码博主', 'close_blue_v': False, 'description': '热爱生活，不撕逼，只撕机。', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 592881, 'follow_count': 1534, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640.640/638f41a8jw1ewj858xp05j20hs0hs77s.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/698268cbly8fusyuskj30j20v90v9my4.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'zongyiji': 1, 'user_name_certificate': 1, 'dailv_2018': 1, 'qixi_2018': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'status_visible': 1, 'suishoupai_2019': 7, 'hongrenjie_2019': 1, 'china_2019': 1, 'dzwbqlx_2019': 2, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'hope_2020': 1}}"
596,2020-03-01,4478045589081878,七期-,亲爱的Apple，能不能不要趁我睡觉的时候更新系统了，本古早iPhone撑不住了，还想坚持用完大学四年呢,97,-1,0,"{'id': 6344246277, 'screen_name': '七期-', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.873.873.180/006VlOgRly8gbdhxco418j30o90o9wfg.jpg?KID=imgbed,tva&Expires=1583146370&ssig=WuXvI28i2E', 'profile_url': 'https://m.weibo.cn/u/6344246277?uid=6344246277&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 411, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'f', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 123, 'follow_count': 91, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/006VlOgRly8gbdhxco418j30o90o9wfg.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'super_star_2018': 1, 'dailv_2018': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
597,2020-03-01,4478044493916694,渔洋_山人,准备给Apple Music一个机会，看看一个月之后会不会想换。,53,-1,编辑简介,"{'id': 3826716906, 'screen_name': '渔洋_山人', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/e41710ealy8g132pvyh5rj20u00u0dgo.jpg?KID=imgbed,tva&Expires=1583146370&ssig=Ky1NLRqRl1', 'profile_url': 'https://m.weibo.cn/u/3826716906?uid=3826716906&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 9, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '编辑简介', 'gender': 'm', 'mbtype': 2, 'urank': 36, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 209, 'follow_count': 167, 'cover_image_phone': 'https://tva3.sinaimg.cn/crop.0.0.0.640.640/6ce2240djw1e9uwupbjn7j20hs0hstc2.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/e41710ealy8g132pvyh5rj20u00u0dgo.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'vip_activity2': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'worldcup_2018': 5, 'national_day_2018': 1, 'hongbaofei_2019': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}"
598,2020-03-01,4478044364625291,好好向上天天快乐,apple用了两年现在的电池情况就是充电很慢、耗电贼快,49,-1,0,"{'id': 3982754546, 'screen_name': '好好向上天天快乐', 'profile_image_url': 'https://tva3.sinaimg.cn/crop.0.1.1125.1125.180/ed6402f2jw8exrg9x22hij20v90vb77k.jpg?KID=imgbed,tva&Expires=1583146370&ssig=XGI2eshgqi', 'profile_url': 'https://m.weibo.cn/u/3982754546?uid=3982754546&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 510, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'f', 'mbtype': 2, 'urank': 9, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 150, 'follow_count': 274, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww3.sinaimg.cn/orj480/ed6402f2jw8exrg9x22hij20v90vb77k.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'vip_activity2': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'dailv_2018': 1, 'womensday_2018': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}"
599,2020-03-01,4478043684740979,你说话太多,更新了mac的系统，换了壁纸。 陈年老mac焕然一新激动哭了 我是真的很喜欢深色模式啊。 apple美学我真的无敌爱 我是库克的小粉丝呜呜呜呜呜,143,-1,资本永不眠,"{'id': 2413862521, 'screen_name': '你说话太多', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/8fe09e79ly8gc4g0ye0i7j20u00u03zr.jpg?KID=imgbed,tva&Expires=1583146370&ssig=1wWkzvFeAZ', 'profile_url': 'https://m.weibo.cn/u/2413862521?uid=2413862521&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1752, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '资本永不眠', 'gender': 'f', 'mbtype': 11, 'urank': 14, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 181, 'follow_count': 143, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/8fe09e79ly1gbyjncfi74j20v90v9dl9.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/8fe09e79ly8gc4g0ye0i7j20u00u03zr.jpg', 'like': False, 'like_me': False, 'badge': {'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'status_visible': 1, 'hongbao_2020': 2}}"
601,2020-03-01,4478043466358665,迪克蝶仔,呵 我那么喜欢买笔和本子 为什么要买apple pencil 我的脑壳是不是有泡沫,73,-1,一直向上就不会害怕了。,"{'id': 2043616097, 'screen_name': '迪克蝶仔', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.512.512.180/79cf1b61ly8gc5ix0y0z7j20e80e83z0.jpg?KID=imgbed,tva&Expires=1583146370&ssig=wEVYI9IEjR', 'profile_url': 'https://m.weibo.cn/u/2043616097?uid=2043616097&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 540, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '一直向上就不会害怕了。', 'gender': 'f', 'mbtype': 0, 'urank': 27, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 362, 'follow_count': 539, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/79cf1b61ly8gc5ix0y0z7j20e80e83z0.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'hongbao_2020': 2}}"
603,2020-03-01,4478043055316922,潘潘潘大屁,我的apple pencil今天发货了吗？ 不 它没有,47,-1,尤长靖今天娶我了吗,"{'id': 2951619640, 'screen_name': '潘潘潘大屁', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.512.512.180/afee2438ly8fly6ztxhbpj20e80e8jrr.jpg?KID=imgbed,tva&Expires=1583146403&ssig=vWBv7emKHR', 'profile_url': 'https://m.weibo.cn/u/2951619640?uid=2951619640&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 201, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '尤长靖今天娶我了吗', 'gender': 'f', 'mbtype': 2, 'urank': 9, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 255, 'follow_count': 239, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/afee2438ly8fly6ztxhbpj20e80e8jrr.jpg', 'like': False, 'like_me': False, 'badge': {'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'worldcup_2018': 21, 'qixi_2018': 1, 'suishoupai_2019': 1, 'hongbao_2020': 2}}"
604,2020-03-01,4478042863228398,一听吞拿鱼罐头,现在每次划掉后台程序的时候就会想到苹果公司的电池警告，然后战战兢兢地划掉剩余的后台程序…大环境收紧不是一天两天的事，apple TV，iTunes store，Apple books…现在Apple store的应用也是动不动就下架…自绝于世界的时候也不要抱怨外国人看不到真实的我们…现在民族企业已经扶起来了韭菜也培植好了 ... 全文,308,-1,刷屏且朝三暮四,"{'id': 3813916491, 'screen_name': '一听吞拿鱼罐头', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/e353bf4bly8g4g4s16guej20u00u0dje.jpg?KID=imgbed,tva&Expires=1583146403&ssig=6%2FZJ5RFmWT', 'profile_url': 'https://m.weibo.cn/u/3813916491?uid=3813916491&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 36482, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '刷屏且朝三暮四', 'gender': 'f', 'mbtype': 0, 'urank': 38, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 495, 'follow_count': 1633, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/e353bf4bly8g4g4s16guej20u00u0dje.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'wenchuan_10th': 1, 'super_star_2018': 1, 'worldcup_2018': 34, 'dailv_2018': 6, 'qixi_2018': 1, 'hongbaofei_2019': 1, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'taohuayuan_2019': 1, 'dzwbqlx_2019': 1, 'shuang11_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'hope_2020': 1}}"
605,2020-03-01,4478040560463739,小尾戒_Benedicted,Big Apple,9,220,雷区。关注需谨慎。Marvel+Barça=Life. Music n TV shows lover♡ The Script | SHERLOCK| Imagine Drangons | FCBarcelona,"{'id': 1799310217, 'screen_name': '小尾戒_Benedicted', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/6b3f4b89ly8ffc0nos5laj20ru0rumzi.jpg?KID=imgbed,tva&Expires=1583146403&ssig=UBNn1L%2Bg9E', 'profile_url': 'https://m.weibo.cn/u/1799310217?uid=1799310217&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 20026, 'verified': False, 'verified_type': 220, 'close_blue_v': False, 'description': '雷区。关注需谨慎。Marvel+Barça=Life. Music n TV shows lover♡ The Script | SHERLOCK| Imagine Drangons | FCBarcelona', 'gender': 'f', 'mbtype': 13, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 2960, 'follow_count': 333, 'cover_image_phone': 'https://tva2.sinaimg.cn/crop.0.0.0.0/6b3f4b89jw1exmgt2aw8rj20kv0kvn0s.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/6b3f4b89ly8ffc0nos5laj20ru0rumzi.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'zongyiji': 1, 'uefa_euro_2016': 13, 'user_name_certificate': 1, 'worldcup_2018': 6, 'qixi_2018': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}"
606,2020-03-01,4478039746319396,YourboiYuki,金泰亨超话 Procreate超话 用apple pencil仅剩的一点电 涂了一只黑发泰泰,77,-1,Butterfly in my stomach,"{'id': 6779990464, 'screen_name': 'YourboiYuki', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.664.664.180/007oQ9eUly8gcflcbkhzcj30ig0iggms.jpg?KID=imgbed,tva&Expires=1583146403&ssig=VqZtolDhWQ', 'profile_url': 'https://m.weibo.cn/u/6779990464?uid=6779990464&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 197, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': 'Butterfly in my stomach', 'gender': 'f', 'mbtype': 11, 'urank': 9, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 110, 'follow_count': 366, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/007oQ9eUly1gcefaxo2kpj30k00k0gsl.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/007oQ9eUly8gcflcbkhzcj30ig0iggms.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'user_name_certificate': 1, 'double11_2018': 1, 'hongbaofei_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'shuang11_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 2}}"
607,2020-03-01,4478037447879566,直男评选大赛冠军,iPad超话 各位，想问一下一根apple pencil一般能用几年啊，手里这根两百多的有点用不太下去了,96,-1,July-2019 黑镜,"{'id': 6302157232, 'screen_name': '直男评选大赛冠军', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.664.664.180/006SvcZily8fx4dxrpgnlj30ig0igq3v.jpg?KID=imgbed,tva&Expires=1583146403&ssig=6fLclCiKnB', 'profile_url': 'https://m.weibo.cn/u/6302157232?uid=6302157232&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 66, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': 'July-2019 黑镜', 'gender': 'f', 'mbtype': 0, 'urank': 13, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 82, 'follow_count': 140, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/006SvcZily8fx4dxrpgnlj30ig0igq3v.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'hongbaofei_2019': 1, 'avengers_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 3}}"
608,2020-03-01,4478037267622388,AppPerfectionle," Shot on iPhone by _graphic Via.Apple Instagram Location: Assir, Saudi Arabia #shotoniphone#",107,0, Apple,"{'id': 3199597337, 'screen_name': 'AppPerfectionle', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/beb5fb19ly8g6vsyrav6hj20u00u00tt.jpg?KID=imgbed,tva&Expires=1583146403&ssig=8ganvHQJQN', 'profile_url': 'https://m.weibo.cn/u/3199597337?uid=3199597337&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 28535, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '知名数码博主 数码视频自媒体', 'close_blue_v': False, 'description': '\uf8ff Apple', 'gender': 'm', 'mbtype': 12, 'urank': 47, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 31218, 'follow_count': 1525, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/beb5fb19ly1g6vsz43y3vj20yi0yidia.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/beb5fb19ly8g6vsyrav6hj20u00u00tt.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'qixi_2018': 1, 'status_visible': 1, 'suishoupai_2019': 1, 'hongrenjie_2019': 1, 'dzwbqlx_2019': 1, 'cishan_2019': 1, 'hongbao_2020': 2}}"
609,2020-03-01,4478037262913693,情書再販,为什么，我什么时候，开了apple music？？？？为什么自动扣费了！！！！啊啊啊啊啊我的钱！！！！,91,-1,唯此爱无畏无惧,"{'id': 2140466982, 'screen_name': '情書再販', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.996.996.180/7f94ef26ly8gazqdo97muj20ro0ro402.jpg?KID=imgbed,tva&Expires=1583146403&ssig=L1Kg1%2FRJgp', 'profile_url': 'https://m.weibo.cn/u/2140466982?uid=2140466982&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 174, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '唯此爱无畏无惧', 'gender': 'f', 'mbtype': 11, 'urank': 21, 'mbrank': 3, 'follow_me': False, 'following': False, 'followers_count': 647, 'follow_count': 635, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/7f94ef26ly1g9pnmdzhm8j20u00u0qhk.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/7f94ef26ly8gazqdo97muj20ro0ro402.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'wbzy_2019': 1, 'hongbao_2020': 1}}"
610,2020-03-01,4478037100287296,笑a三少,OPPO 官宣 #OPPO Watch# 将于 3 月 6 日正式发布。根据此前曝光的消息，OPPO Watch 将会采用曲面柔性屏配合 3D 玻璃的设计。 小米Watch ：长得像我 Apple Watch ：都特么抄的我 @薛定谔的英短咕咕咕 @钟文泽 @大米评测 @石头搞机 @小白测评 @科技美学 #oppo watch# #Apple Watch#,268,0,无才貌学历家底背景，于不堪岁月磋砣中练就中庸之品性；心无暴力却时常愤青，虽非十足善信，杀人不犯法咱也下不去手，究其应能算是对社会有利无害者！,"{'id': 1583397217, 'screen_name': '笑a三少', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.996.996.180/5e60b961ly8gc54az9u7xj20ro0ro78u.jpg?KID=imgbed,tva&Expires=1583146403&ssig=TDH5RGEP8Y', 'profile_url': 'https://m.weibo.cn/u/1583397217?uid=1583397217&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 687, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '深圳市海雅集团旗下深圳市宝安海雅百货企划部经理', 'close_blue_v': False, 'description': '无才貌学历家底背景，于不堪岁月磋砣中练就中庸之品性；心无暴力却时常愤青，虽非十足善信，杀人不犯法咱也下不去手，究其应能算是对社会有利无害者！', 'gender': 'm', 'mbtype': 0, 'urank': 8, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 266, 'follow_count': 40, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/5e60b961ly8gc54az9u7xj20ro0ro78u.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'wenda_v2': 1}}"
611,2020-03-01,4478007014418068,MusignLee,越接近 Apple Watch ，越好看。 等6号看看到底怎么样。,51,0,MESAP®️ 芈卅®️ MUSIGN®️  系列品牌主理人，阿慕良品公司负责人。,"{'id': 1706097684, 'screen_name': 'MusignLee', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/65b0fc14ly8gces38biq9j20u00u0myh.jpg?KID=imgbed,tva&Expires=1583146403&ssig=10STGaehkl', 'profile_url': 'https://m.weibo.cn/u/1706097684?uid=1706097684&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 22630, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '知名时尚博主', 'close_blue_v': False, 'description': 'MESAP®️ 芈卅®️ MUSIGN®️  系列品牌主理人，阿慕良品公司负责人。', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 172340, 'follow_count': 596, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/65b0fc14ly1fyvvgfuon1j20n00n0aah.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/65b0fc14ly8gces38biq9j20u00u0myh.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'vip_activity2': 6, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'worldcup_2018': 13, 'wenda_v2': 1, 'dailv_2018': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'hongbaofei_2019': 1, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'family_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
613,2020-03-01,4478036676587468,赤橙黄绿青蓝紫的_白白,我被apple watch的广告萌到了。说了一堆功能，最后一句：也能看时间。,65,-1,静若处子 动若疯兔,"{'id': 2009940683, 'screen_name': '赤橙黄绿青蓝紫的_白白', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.886.886.180/77cd42cbly8gc236i775xj20om0ommyx.jpg?KID=imgbed,tva&Expires=1583146436&ssig=0y%2BS3L37EP', 'profile_url': 'https://m.weibo.cn/u/2009940683?uid=2009940683&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 2876, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '静若处子 动若疯兔', 'gender': 'f', 'mbtype': 11, 'urank': 34, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 252, 'follow_count': 79, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640/6cf8d7ebjw1ehfr60whp7j20hs0hsacf.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/77cd42cbly8gc236i775xj20om0ommyx.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'super_star_2017': 1, 'user_name_certificate': 1}}"
614,2020-03-01,4478016141139160,阵风二到三,之前经验里面一直推荐的笔记软件Notability 降价了 我买的时候60 ，有apple pencil 的快去买。,111,0,山水万程皆要好运,"{'id': 2360743812, 'screen_name': '阵风二到三', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/8cb61784ly8g8rshxv28yj20u00u00vq.jpg?KID=imgbed,tva&Expires=1583146436&ssig=gTj3Be7RII', 'profile_url': 'https://m.weibo.cn/u/2360743812?uid=2360743812&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 875, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '教育博主', 'close_blue_v': False, 'description': '山水万程皆要好运', 'gender': 'm', 'mbtype': 12, 'urank': 40, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 3876, 'follow_count': 489, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/a1d3feably1fxa31djqy7j20hs0hswfe.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/8cb61784ly8g8rshxv28yj20u00u00vq.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'lol_gm_2017': 1, 'cz_wed_2017': 1, 'user_name_certificate': 1, 'dailv_2018': 2, 'hongbaofei_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2}}"
615,2020-03-01,4478022817723062,鲁卡利欧Luka,Apple Watch Series 5吃灰两个月...突然想起一直放底座上充电...感觉不太好，太惨了,78,0,据说这个有趣的数码博主用啥坏啥,"{'id': 2038462575, 'screen_name': '鲁卡利欧Luka', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1125.1125.180/7980786fly8fuxlgw33csj20v90v9gnm.jpg?KID=imgbed,tva&Expires=1583146436&ssig=rOyGdFig%2Bj', 'profile_url': 'https://m.weibo.cn/u/2038462575?uid=2038462575&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 29439, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '知名数码博主 数码视频自媒体', 'close_blue_v': False, 'description': '据说这个有趣的数码博主用啥坏啥', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 204629, 'follow_count': 1764, 'cover_image_phone': 'https://tva3.sinaimg.cn/crop.0.0.640.640.640/7980786fjw1f2bnc8ube4j20u00u0765.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/7980786fly8fuxlgw33csj20v90v9gnm.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'vip_activity2': 3, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'super_star_2017': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenchuan_10th': 1, 'wenda_v2': 1, 'dailv_2018': 1, 'qixi_2018': 1, 'relation_display': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 2, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'dzwbqlx_2019': 1, 'macao_2019': 1, 'china_2019_2': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
