,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,longText,bid
5,2020-03-01 19:58:25,4477995533934708,OPPO Watch的外观还是OK的（目前最像Apple Watch，没有之一）如果价格给力的话，这个朋友我交了！（虽然现在手里没有OPPO手机，但有realme呀 ）,139,,"{'id': 3154116090, 'screen_name': '科技雷灵', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.996.996.180/bbfffdfaly8gcdli8i7isj20ro0rowg2.jpg?KID=imgbed,tva&Expires=1583146703&ssig=p%2BIKzfjgW8', 'profile_url': 'https://m.weibo.cn/u/3154116090?uid=3154116090&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 7580, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主 微博牧场计划合作达人 微博原创视频博主 数码视频自媒体 头条文章作者', 'close_blue_v': False, 'description': '数码自媒体 商务合作+VX：DKraylink', 'gender': 'm', 'mbtype': 12, 'urank': 14, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 84103, 'follow_count': 218, 'cover_image_phone': 'https://wx4.sinaimg.cn/crop.0.0.640.640.640/bbfffdfaly1g8p8fv4fpcj20u00u0aqd.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/bbfffdfaly8gcdli8i7isj20ro0rowg2.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'wbzy_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 1, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'dzwbqlx_2019': 1, 'rrgyj_2019': 1, 'family_2019': 1, 'shuang11_2019': 1, 'macao_2019': 1, 'china_2019_2': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}",True,科技雷灵,0,数码自媒体 商务合作+VX：DKraylink,IwJ1fgvB2
6,2020-03-01 19:58:25,4477994942864610,苹果细节真的令人折服啊，这两天在iPad上用Apple pencil给学生批作文，同样颜色同样粗细的笔，因为学生发给我的图片里有有的地方光强，有的地方光弱，我在写的时候笔的颜色竟然也根据原图的光发生变化，光强的地方颜色更艳丽，光弱的地方就是我选的原色！设计师们个个都是细节控啊！！！,272,iPhone,"{'id': 1153507843, 'screen_name': '高晓烨', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.20.1242.1242.180/44c12203ly8fnbq0e162wj20yi0zmwjo.jpg?KID=imgbed,tva&Expires=1583146703&ssig=o%2BJw6IGOR7', 'profile_url': 'https://m.weibo.cn/u/1153507843?uid=1153507843&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1876, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '不知为何跑去学文科的理科女', 'gender': 'f', 'mbtype': 0, 'urank': 36, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 202, 'follow_count': 147, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/44c12203ly8fnbq0e162wj20yi0zmwjo.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'hongbao_2020': 2}}",False,高晓烨,-1,不知为何跑去学文科的理科女,IwJ0ic1do
7,2020-03-01 19:58:25,4477993563187500,手表界颜值扛把子 如果售价卖1599，你们觉得能打得过Apple watch吗？,76,,"{'id': 1850550517, 'screen_name': '憨熊TheTime', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.996.996.180/6e4d28f5ly8fua5jedjmuj20ro0rodiv.jpg?KID=imgbed,tva&Expires=1583146703&ssig=JIoWvSbyhZ', 'profile_url': 'https://m.weibo.cn/u/1850550517?uid=1850550517&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 22643, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '深圳市时光科技信息有限责任公司创始人韩浩 知名数码博主', 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 351084, 'follow_count': 1124, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/a1d3feably1fxa31djqy7j20hs0hswfe.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/6e4d28f5ly8fua5jedjmuj20ro0rodiv.jpg', 'like': False, 'like_me': False, 'badge': {'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'video_attention': 4, 'user_name_certificate': 1, 'wenchuan_10th': 1, 'worldcup_2018': 34, 'qixi_2018': 1, 'hongbaofei_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",True,憨熊TheTime,0,,IwIY4dndi
,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,bid
0,2020-03-01 19:59:03,4477996516105738,#宅家侃数码# Oppo watch，Apple watch，傻傻分不清,60,微博 weibo.com,"{'id': 2028368935, 'screen_name': '数码bb站', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.46.0.443.443.180/78e67427ly8filsghyvkfj20fd0cbdh2.jpg?KID=imgbed,tva&Expires=1583146739&ssig=jX5lduUKxU', 'profile_url': 'https://m.weibo.cn/u/2028368935?uid=2028368935&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 3985, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主 微博原创视频博主 头条文章作者', 'close_blue_v': False, 'description': '传播有价值的科技内容。', 'gender': 'm', 'mbtype': 11, 'urank': 36, 'mbrank': 3, 'follow_me': False, 'following': False, 'followers_count': 5909, 'follow_count': 670, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640.640/6ce2240djw1e8iktk4ohij20hs0hsmz6.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/78e67427ly8filsghyvkfj20fd0cbdh2.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'travel_2017': 1, 'cz_wed_2017': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}",True,数码bb站,0,传播有价值的科技内容。,IwJ2PpCnE
1,2020-03-01 19:59:03,4477996205529971,看完iPhoneX的双层结构主板的维修案例，让我惊讶Apple在设计这方面是真的无可挑剔的，甚至是太让人喜爱至极的不仅仅是产品外在。其内在的更是令人爱不释手！,146,微博 weibo.com,"{'id': 1315925104, 'screen_name': '胡國太', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/4e6f6c70ly8gbw7dexmsvj20u00u0wf1.jpg?KID=imgbed,tva&Expires=1583146739&ssig=LLSv1XLSOt', 'profile_url': 'https://m.weibo.cn/u/1315925104?uid=1315925104&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 56, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 12, 'urank': 42, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 157, 'follow_count': 90, 'cover_image_phone': 'https://tva2.sinaimg.cn/crop.0.0.640.640.640/638f41a8jw1exq470s7slj20hs0hsad5.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/4e6f6c70ly8gbw7dexmsvj20u00u0wf1.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'super_star_2017': 1, 'travel_2017': 1, 'cz_wed_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'wenchuan_10th': 1, 'qixi_2018': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'macao_2019': 1, 'china_2019_2': 1, 'hongbao_2020': 3, 'feiyan_2020': 1}}",False,胡國太,-1,,IwJ2kncB5
2,2020-03-01 19:59:03,4477996200749304,如果把海报上的品牌logo去掉，你可以分辨得出下面这幅图中的产品到底是Apple Watch还是小米Watch还是OPPO Watch吗？,108,Android,"{'id': 1761596064, 'screen_name': 'Y科技订阅', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.512.512.180/68ffd2a0ly8fdrywhh9dwj20e80e80uc.jpg?KID=imgbed,tva&Expires=1583146739&ssig=77aEB9Cwec', 'profile_url': 'https://m.weibo.cn/u/1761596064?uid=1761596064&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 53939, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '秒拍达人 知名数码博主 数码视频自媒体', 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 2, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 365124, 'follow_count': 606, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/68ffd2a0ly8fdrywhh9dwj20e80e80uc.jpg', 'like': False, 'like_me': False, 'badge': {'gongyi_level': 1, 'dailv': 1, 'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'worldcup_2018': 34, 'wenda_v2': 1, 'relation_display': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 5, 'china_2019': 1, 'hongbao_2020': 2}}",True,Y科技订阅,0,,IwJ2k38Vy
3,2020-03-01 19:59:03,4477996075123107,停课不停学～抗击疫情、拒烹野味、食安中国，从我做起！四十分钟的课弄的我紧紧张张 Salmon Steak With Lemon ButterSauce&amp;Mashed Potatoes 香煎三文鱼和柠檬 自制土豆泥。 Apple Crumble with Vanilla Ice Cream烤苹果糕配香草冰淇淋🍦,229,iPhone客户端,"{'id': 1459867781, 'screen_name': '西餐侯老师', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.0.0.180.180.180/5703d085jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1583146739&ssig=16T5RlKlE9', 'profile_url': 'https://m.weibo.cn/u/1459867781?uid=1459867781&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 3128, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '北京市劲松职业高中西餐烹饪专业主任', 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 0, 'urank': 29, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 40319, 'follow_count': 751, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/5703d085jw1e8qgp5bmzyj2050050aa8.jpg', 'like': False, 'like_me': False, 'badge': {'dailv': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'hongbao_2020': 2}}",True,西餐侯老师,0,,IwJ27luKL
4,2020-03-01 19:59:03,4477995567628686,Apple官网查看了相关技术支持文件，针对后台清理这个问题，苹果一直只坚持一个说法： 【当你的App卡死无响应时才需要关闭后台。】,122,龙祥买的Android,"{'id': 2123056205, 'screen_name': '龙祥通讯李朋', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/7e8b444dly8g23mqrt8r3j20u00u0n00.jpg?KID=imgbed,tva&Expires=1583146739&ssig=SqM90hkY5y', 'profile_url': 'https://m.weibo.cn/u/2123056205?uid=2123056205&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 2792, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '龙祥数码通讯有限公司 董事长', 'close_blue_v': False, 'description': '一个在手机行业从业十几年的老家伙，目前服务国内上千家实体商家及电商平台。', 'gender': 'm', 'mbtype': 12, 'urank': 32, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 57592, 'follow_count': 145, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/7e8b444dly1g3c9n6o8vlj20u00u0k4i.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/7e8b444dly8g23mqrt8r3j20u00u0n00.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'hongbaofei_2019': 1, 'avengers_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",True,龙祥通讯李朋,0,一个在手机行业从业十几年的老家伙，目前服务国内上千家实体商家及电商平台。,IwJ1iw0zk
5,2020-03-01 19:59:03,4477995533934708,OPPO Watch的外观还是OK的（目前最像Apple Watch，没有之一）如果价格给力的话，这个朋友我交了！（虽然现在手里没有OPPO手机，但有realme呀 ）,139,,"{'id': 3154116090, 'screen_name': '科技雷灵', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.996.996.180/bbfffdfaly8gcdli8i7isj20ro0rowg2.jpg?KID=imgbed,tva&Expires=1583146739&ssig=LMgPgXZq8J', 'profile_url': 'https://m.weibo.cn/u/3154116090?uid=3154116090&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 7580, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主 微博牧场计划合作达人 微博原创视频博主 数码视频自媒体 头条文章作者', 'close_blue_v': False, 'description': '数码自媒体 商务合作+VX：DKraylink', 'gender': 'm', 'mbtype': 12, 'urank': 14, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 84103, 'follow_count': 218, 'cover_image_phone': 'https://wx4.sinaimg.cn/crop.0.0.640.640.640/bbfffdfaly1g8p8fv4fpcj20u00u0aqd.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/bbfffdfaly8gcdli8i7isj20ro0rowg2.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'wbzy_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 1, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'dzwbqlx_2019': 1, 'rrgyj_2019': 1, 'family_2019': 1, 'shuang11_2019': 1, 'macao_2019': 1, 'china_2019_2': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}",True,科技雷灵,0,数码自媒体 商务合作+VX：DKraylink,IwJ1fgvB2
6,2020-03-01 19:59:03,4477994942864610,苹果细节真的令人折服啊，这两天在iPad上用Apple pencil给学生批作文，同样颜色同样粗细的笔，因为学生发给我的图片里有有的地方光强，有的地方光弱，我在写的时候笔的颜色竟然也根据原图的光发生变化，光强的地方颜色更艳丽，光弱的地方就是我选的原色！设计师们个个都是细节控啊！！！,272,iPhone,"{'id': 1153507843, 'screen_name': '高晓烨', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.20.1242.1242.180/44c12203ly8fnbq0e162wj20yi0zmwjo.jpg?KID=imgbed,tva&Expires=1583146739&ssig=%2BQGWzmCYrR', 'profile_url': 'https://m.weibo.cn/u/1153507843?uid=1153507843&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1876, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '不知为何跑去学文科的理科女', 'gender': 'f', 'mbtype': 0, 'urank': 36, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 202, 'follow_count': 147, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/44c12203ly8fnbq0e162wj20yi0zmwjo.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'hongbao_2020': 2}}",False,高晓烨,-1,不知为何跑去学文科的理科女,IwJ0ic1do
7,2020-03-01 19:59:03,4477993563187500,手表界颜值扛把子 如果售价卖1599，你们觉得能打得过Apple watch吗？,76,,"{'id': 1850550517, 'screen_name': '憨熊TheTime', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.996.996.180/6e4d28f5ly8fua5jedjmuj20ro0rodiv.jpg?KID=imgbed,tva&Expires=1583146739&ssig=31VMZoLBEt', 'profile_url': 'https://m.weibo.cn/u/1850550517?uid=1850550517&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 22643, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '深圳市时光科技信息有限责任公司创始人韩浩 知名数码博主', 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 351084, 'follow_count': 1124, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/a1d3feably1fxa31djqy7j20hs0hswfe.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/6e4d28f5ly8fua5jedjmuj20ro0rodiv.jpg', 'like': False, 'like_me': False, 'badge': {'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'video_attention': 4, 'user_name_certificate': 1, 'wenchuan_10th': 1, 'worldcup_2018': 34, 'qixi_2018': 1, 'hongbaofei_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",True,憨熊TheTime,0,,IwIY4dndi
,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,bid,longText
0,2020-03-01 19:59:37,4477992057493570,看到oppo watch，我念了出来，这个po我脑海里出现了ple（中式英语），所以我看错了，应该是apple watch，不对，苹果手表是 iwatch。看了一眼图片，这个oppo watch应该叫opple watch,168,iPhone客户端,"{'id': 1584578724, 'screen_name': 'DREAMYAnita', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/5e72c0a4ly8gatmpsurxzj20u00u0dim.jpg?KID=imgbed,tva&Expires=1583146776&ssig=siZRjEOzWS', 'profile_url': 'https://m.weibo.cn/u/1584578724?uid=1584578724&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1616, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '啦啦啦啦啦', 'gender': 'f', 'mbtype': 2, 'urank': 29, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 206, 'follow_count': 465, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/6ce2240djw1e9oasrar8fj20hs0hs425.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/5e72c0a4ly8gatmpsurxzj20u00u0dim.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}",False,DREAMYAnita,-1,啦啦啦啦啦,IwIVDvrq2,
1,2020-03-01 19:59:37,4477991453253252,真是日有所思夜有所梦 我梦到n陪我干了啥我不想面对的事 然后找到了我的apple pencil 然后小时候欺负我那个智障被大哥哥打了 嘿 解气,124,iPhone,"{'id': 3898584898, 'screen_name': '猫咕咕减肥中', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.512.512.180/e85faf42ly8g181swn3j5j20e80e8mxp.jpg?KID=imgbed,tva&Expires=1583146776&ssig=edFVfwMKI%2F', 'profile_url': 'https://m.weibo.cn/u/3898584898?uid=3898584898&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1929, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'f', 'mbtype': 2, 'urank': 14, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 116, 'follow_count': 864, 'cover_image_phone': 'https://tva2.sinaimg.cn/crop.0.0.640.640.640/a1d3feabjw1ecasunmkncj20hs0hsq4j.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/e85faf42ly8g181swn3j5j20e80e8mxp.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'dailv_2018': 1, 'double11_2018': 1, 'hongbaofei_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'taohuayuan_2019': 1, 'dzwbqlx_2019': 2, 'rrgyj_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 2}}",False,猫咕咕减肥中,-1,,IwIUFdEjO,
2,2020-03-01 19:59:37,4477991440618014,读惯了Apple Watch，这个 #OPPO Watch# 读起来比HUAWEI Watch、MI Watch顺口多了 OPPO给这么小一块屏幕用了柔性屏，并且有着非常大的弧度，不知道是作何考虑，对于体验会加分吗？ 另外系统方面，并没有直接用WearOS，而是基于Android内核重新设计了，功能形式不知道会不会有所突破。这次会和 ... 全文,308,微博 weibo.com,"{'id': 2727500161, 'screen_name': '识物客', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.828.828.180/a2925981ly8g6i5m7bc0gj20n00n0759.jpg?KID=imgbed,tva&Expires=1583146776&ssig=E91ZLbx9D2', 'profile_url': 'https://m.weibo.cn/u/2727500161?uid=2727500161&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 3294, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主 头条文章作者', 'close_blue_v': False, 'description': '魅友&amp;锤粉&amp;果粉，数码爱好者，全网15+平台，商务合作请私信', 'gender': 'm', 'mbtype': 12, 'urank': 38, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 73706, 'follow_count': 647, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/a2925981ly1g6fwlysddej20n00n03zg.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/a2925981ly8g6i5m7bc0gj20n00n0759.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'double11_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 2, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}",True,识物客,0,魅友&amp;锤粉&amp;果粉，数码爱好者，全网15+平台，商务合作请私信,IwIUE2ALY,"读惯了Apple Watch，这个#OPPO Watch# 读起来比HUAWEI Watch、MI Watch顺口多了[允悲]
OPPO给这么小一块屏幕用了柔性屏，并且有着非常大的弧度，不知道是作何考虑，对于体验会加分吗？
另外系统方面，并没有直接用WearOS，而是基于Android内核重新设计了，功能形式不知道会不会有所突破。这次会和#OPPO Find X2# 一起在3月6号亮相。"
3,2020-03-01 19:59:37,4477991105090845,#桃桃今日荐片# 今天安利一部冷门美剧，《神话任务：群鸦盛宴》。不要被这个名字骗了！其实这是一部基于游戏公司背景的办公室情景喜剧，并且育碧参与了共同制作。目前评价还不错，豆瓣7.7，烂番茄87%新鲜度。Apple TV上可以看，自带中文字幕。喜欢情景喜剧的朋友们可以试试，各种游戏梗也很不错。详情 ... 全文,305,,"{'id': 6523807479, 'screen_name': '桃桃观影团', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/0077velhly8g1e141o4t9j30u00u0abc.jpg?KID=imgbed,tva&Expires=1583146776&ssig=aGV1AAsSNZ', 'profile_url': 'https://m.weibo.cn/u/6523807479?uid=6523807479&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 744, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '电影博主', 'close_blue_v': False, 'description': '桃桃观影团官方微博，日常分享观影团资讯  桃桃观影团，带你一起暖。', 'gender': 'f', 'mbtype': 12, 'urank': 4, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 163632, 'follow_count': 38, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/0077velhly8g1e141o4t9j30u00u0abc.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'hongrenjie_2019': 1}}",True,桃桃观影团,0,桃桃观影团官方微博，日常分享观影团资讯  桃桃观影团，带你一起暖。,IwIU6lmmp,#桃桃今日荐片# 今天安利一部冷门美剧，《神话任务：群鸦盛宴》。不要被这个名字骗了！其实这是一部基于游戏公司背景的办公室情景喜剧，并且育碧参与了共同制作。目前评价还不错，豆瓣7.7，烂番茄87%新鲜度。Apple TV上可以看，自带中文字幕。喜欢情景喜剧的朋友们可以试试，各种游戏梗也很不错。详情介绍：http://t.cn/A67X1OeX
4,2020-03-01 19:59:37,4477987905057541,每日一问 apple pencil啥时候发货 邯郸,57,iPhone客户端,"{'id': 5568027784, 'screen_name': '-王瑞洁', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0064OSnKly8gc8g3u6mtwj30u00u0jzd.jpg?KID=imgbed,tva&Expires=1583146776&ssig=OwSpC%2BHAY6', 'profile_url': 'https://m.weibo.cn/u/5568027784?uid=5568027784&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 121, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '山水万程 皆要好运.', 'gender': 'f', 'mbtype': 0, 'urank': 20, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 139, 'follow_count': 141, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/0064OSnKly8gc8g3u6mtwj30u00u0jzd.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}",False,-王瑞洁,-1,山水万程 皆要好运.,IwIOWldHf,
